time,theta1,theta2,omega1,omega2,current,voltage
3.91646,1.22105,-1.58307,0,0.0802173,-0.00110806,0
3.93262,1.22105,-1.58307,0,0.0726239,-0.000503663,0
3.94859,1.22105,-1.58,0,0.0685612,-0.000100733,0
3.96454,1.22105,-1.58,0,0.0685612,0,0
3.98127,1.22105,-1.58,0,0.0685612,-0.000503663,0
3.99709,1.22105,-1.57693,0,0.0685612,-0.00040293,0
4.01225,1.22105,-1.57693,0,0.0685612,-0.000503663,0
4.02788,1.22105,-1.57693,0,0.0685612,0.000302198,0
4.04378,1.22105,-1.57693,0,0.0685612,-0.00040293,0
4.05953,1.22105,-1.57693,0,0.0685612,0.000201465,0
4.07557,1.22105,-1.57693,0,0.0685612,-0.000100733,0
4.09168,1.22105,-1.57386,0,0.0685612,0,0
4.10753,1.22105,-1.57386,0,0.0685612,-0.000906593,0
4.12322,1.22105,-1.57386,0,0.068178,-0.000604396,0
4.1393,1.22105,-1.5708,0,0.0626116,0,0
4.15524,1.22105,-1.5708,0,0.0578872,-0.000100733,0
4.1627,1.22105,-1.5708,0,0.0557807,0.000201465,0
4.16731,1.22105,-1.5708,0,0.0547847,-0.000503663,0
4.1826,1.22105,-1.5708,0,0.0511331,0,0
4.18509,1.22105,-1.5708,0,0.0507102,-0.000201465,0
4.20055,1.22105,-1.56773,0,0.0494991,-0.000201465,0
4.21749,1.22105,-1.56466,0,0.0494991,-0.000100733,0
4.23373,1.22105,-1.56466,0,0.0494991,-0.000201465,0
4.24957,1.22105,-1.56466,0,0.0494991,0.000201465,0
4.26559,1.22105,-1.56466,0,0.0494991,-0.000100733,0
4.28167,1.22105,-1.56773,0,0.0494991,-0.000705128,0
4.29776,1.22105,-1.5708,0,0.0494991,-0.000100733,0
4.31347,1.22105,-1.57386,0,0.0494991,0.000100733,0
4.32974,1.22105,-1.57386,0,0.0494991,-0.000805861,0
4.34546,1.22105,-1.57693,0,-0.0806084,-0.000100733,0
4.36157,1.22105,-1.57693,0,-0.0806084,-0.000805861,0
4.37729,1.22105,-1.58,0,-0.0806084,-0.000302198,0
4.39324,1.22105,-1.58,0,-0.0806084,0.000201465,0
4.40943,1.22105,-1.58,0,-0.0806084,-0.000201465,0
4.42519,1.22105,-1.58307,0,-0.0806084,-0.000100733,0
4.44118,1.22105,-1.58307,0,-0.0806084,-0.000705128,0
4.45721,1.22105,-1.58614,0,-0.0806084,0.000100733,0
4.47302,1.22105,-1.58614,0,-0.0806084,0.000100733,0
4.48856,1.22105,-1.5892,0,-0.0884404,0.00040293,0
4.50462,1.22105,-1.5892,0,-0.0884404,0,0
4.52047,1.22105,-1.59227,0,-0.0884404,-0.00040293,0
4.53648,1.22105,-1.59534,0,-0.0884404,-0.00040293,0
4.55264,1.22105,-1.59841,0,-0.0884404,0.000302198,0
4.56863,1.22105,-1.60148,0,-0.151135,-0.000302198,0
4.58468,1.22105,-1.60454,0,-0.151135,-0.00120879,0
4.60048,1.22105,-1.60454,0,-0.151135,-0.000201465,0
4.61615,1.22105,-1.60454,0,-0.151135,0,0
4.63217,1.22105,-1.60761,0,-0.151135,-0.000201465,0
4.64811,1.22105,-1.60761,0,-0.144588,-0.000805861,0
4.66424,1.22105,-1.60761,0,-0.12046,-0.000705128,0
4.68022,1.22105,-1.61068,0,-0.105,-0.000201465,0
4.69619,1.22105,-1.61068,0,-0.0923565,-0.000503663,0
4.7119,1.22105,-1.61068,0,-0.0824284,-0.000201465,0
4.72756,1.22105,-1.60761,0,0.0744305,0,0
4.74351,1.22105,-1.60761,0,0.0710612,-0.000201465,0
4.75956,1.22105,-1.60454,0,0.937132,0,0
4.77563,1.22105,-1.60148,0,0.452974,0.000100733,0
4.79182,1.22105,-1.60148,0,0.284752,-0.000302198,0
4.80756,1.22105,-1.60148,0,0.207675,-0.00130952,0
4.82354,1.22105,-1.60148,0,0.16342,-0.00040293,0
4.83956,1.22105,-1.60148,0,0.134709,-0.000100733,0
4.85535,1.22105,-1.60148,0,0.114589,-0.00040293,0
4.8712,1.22105,-1.60148,0,0.100508,-0.000604396,0
4.88729,1.22105,-1.59534,0,0.088228,-0.000201465,0
4.90297,1.22105,-1.5892,0,0.0850665,-0.000100733,0
4.91893,1.22105,-1.58,0,0.523469,0.000201465,0
4.93511,1.22105,-1.56773,0,0.718365,-0.000302198,0
4.95056,1.22105,-1.55239,0,0.89678,-0.000201465,0
4.96663,1.22105,-1.53398,0,1.0646,-0.000302198,0
4.98241,1.22105,-1.51251,0,1.45335,-0.00040293,0
4.99825,1.22105,-1.48183,0,1.96687,-0.00040293,0
5.014,1.22105,-1.44501,0,2.65477,-0.00040293,0
5.03011,1.22105,-1.38979,0,3.66066,-0.000201465,0
5.04628,1.22105,-1.31002,0,5.36246,-0.000805861,0
5.06229,1.22105,-1.20878,0,7.15287,-0.00040293,0
