time,theta1,theta2,omega1,omega2,current,voltage
3.91508,25.2018,0,8.57771,0,-1.98071e-64,1
3.93146,25.349,0,8.58922,0,-1.86099e-64,1
3.94732,25.4856,0,8.59624,0,-1.96982e-64,1
3.96312,25.6159,0,8.61182,0,-1.87188e-64,1
3.97868,25.7525,0,8.57505,0,-1.90452e-64,1
3.99451,25.8905,0,8.61384,0,-1.89364e-64,1
4.0106,26.0286,0,8.60981,0,-1.96982e-64,1
4.02681,26.1666,0,8.61367,0,-1.91541e-64,1
4.04273,26.3032,0,8.63893,0,-1.88276e-64,1
4.05871,26.4412,0,8.63134,0,-1.88276e-64,1
4.07465,26.5793,0,8.6364,0,-1.96982e-64,1
4.09053,26.7173,0,8.62746,0,-1.88276e-64,1
4.10638,26.8554,0,8.60712,0,-1.98071e-64,1
4.122,26.9858,0,8.63218,0,-2.1113e-64,1
4.13808,27.1238,0,8.64231,0,-1.96982e-64,1
4.15417,27.2726,0,8.64198,0,-2.1113e-64,1
4.17001,27.4015,0,8.63505,0,-2.00247e-64,1
4.18623,27.5488,0,8.64874,0,-1.92629e-64,1
4.20215,27.6791,0,8.66282,0,-1.95894e-64,1
4.21809,27.8187,0,8.65705,0,-1.83923e-64,1
4.23399,27.9568,0,8.66758,0,-1.90452e-64,1
4.25036,28.0964,0,8.66129,0,-1.81746e-64,1
4.26617,28.2437,0,8.69162,0,-1.93717e-64,1
4.28208,28.374,0,8.68581,0,-1.76305e-64,1
4.29815,28.5121,0,8.69008,0,-1.83923e-64,1
4.31427,28.6517,0,8.69367,0,-1.91541e-64,1
4.33011,28.7898,0,8.69693,0,-1.77393e-64,1
4.34586,28.9293,0,8.69077,0,-1.88276e-64,1
4.36164,29.0689,0,8.71322,0,-1.89364e-64,1
4.3774,29.2085,0,8.70721,0,-1.89364e-64,1
4.39344,29.3466,0,8.70121,0,-1.90452e-64,1
4.41026,29.4954,0,8.71614,0,-1.81746e-64,1
4.42547,29.6258,0,8.7232,0,-1.85011e-64,1
4.44127,29.7654,0,8.70687,0,-1.87188e-64,1
4.45711,29.8958,0,8.70378,0,-1.82834e-64,1
4.47318,30.0445,0,8.72268,0,-1.94806e-64,1
4.48891,30.1749,0,8.7408,0,-1.93717e-64,1
4.50514,30.3145,0,8.71047,0,-1.93717e-64,1
4.52102,30.4541,0,8.73441,0,-1.86099e-64,1
4.5369,30.5937,0,8.72389,0,-1.90452e-64,1
4.55267,30.7333,0,8.7389,0,-1.91541e-64,1
4.5684,30.8729,0,8.72803,0,-1.88276e-64,1
4.58442,31.0125,0,8.7415,0,-1.91541e-64,1
4.60037,31.1521,0,8.7531,0,-1.75216e-64,1
4.61608,31.284,0,8.75674,0,-1.83923e-64,1
4.63186,31.4236,0,8.76543,0,-1.83923e-64,1
4.64785,31.5647,0,8.7703,0,-1.98071e-64,1
4.66388,31.7043,0,8.76578,0,-2.00247e-64,1
4.68013,31.8439,0,8.76613,0,-1.87188e-64,1
4.69625,31.9942,0,8.81933,0,-2.00247e-64,1
4.71221,32.1246,0,8.77065,0,-1.93717e-64,1
4.72801,32.2658,0,8.78303,0,-1.92629e-64,1
4.74415,32.4053,0,8.77937,0,-1.88276e-64,1
4.75993,32.5465,0,8.77954,0,-1.86099e-64,1
4.77606,32.6861,0,8.78565,0,-1.92629e-64,1
4.79187,32.8272,0,8.77814,0,-1.87188e-64,1
4.80831,32.976,0,8.78862,0,-1.87188e-64,1
4.82398,33.1079,0,8.7916,0,-1.86099e-64,1
4.84002,33.249,0,8.78146,0,-1.92629e-64,1
4.85589,33.3902,0,8.79457,0,-1.95894e-64,1
4.87202,33.5298,0,8.7874,0,-1.89364e-64,1
4.8879,33.6709,0,8.7888,0,-1.90452e-64,1
4.90365,33.812,0,8.80035,0,-1.78481e-64,1
4.91943,33.9516,0,8.81211,0,-1.85011e-64,1
4.93544,34.0927,0,8.82126,0,-1.80658e-64,1
4.95137,34.2338,0,8.81651,0,-1.83923e-64,1
4.9675,34.375,0,8.81528,0,-1.79569e-64,1
4.98049,34.49,0,8.82814,0,-1.74128e-64,1
4.98522,34.5345,0,8.82602,0,-1.85011e-64,1
4.9915,34.5867,0,8.8195,0,-1.78481e-64,1
4.99388,34.6051,0,8.81616,0,-1.75216e-64,1
4.99833,34.6496,0,8.82038,0,-1.77393e-64,1
5.00495,34.7017,0,8.83449,0,-1.79569e-64,1
5.01031,34.7554,0,8.83396,0,-1.85011e-64,1
5.0125,34.7723,0,8.83202,0,-1.76305e-64,1
5.02664,34.8965,0,8.82302,0,-1.76305e-64,1
5.03239,34.9487,0,8.83467,0,-1.85011e-64,1
5.0393,35.0116,0,8.8262,0,-1.82834e-64,1
5.04316,35.0377,0,8.81581,0,-1.80658e-64,1
5.04529,35.0545,0,8.82373,0,-1.86099e-64,1
5.04687,35.0729,0,8.83573,0,-1.85011e-64,1
5.05309,35.1251,0,8.82003,0,-1.93717e-64,1
5.06073,35.1957,0,8.83679,0,-1.74128e-64,1
5.06745,35.2585,0,8.82584,0,-1.89364e-64,1
5.07349,35.3107,0,8.82496,0,-1.81746e-64,1
5.07578,35.3291,0,8.8352,0,-1.83923e-64,1
5.08038,35.3736,0,8.82778,0,-1.74128e-64,1
5.08675,35.4258,0,8.8352,0,-1.85011e-64,1
5.09284,35.4794,0,8.83838,0,-1.78481e-64,1
5.1007,35.55,0,8.83114,0,-1.86099e-64,1
5.10706,35.6022,0,8.83414,0,-1.74128e-64,1
5.11261,35.6558,0,8.83909,0,-1.78481e-64,1
5.12152,35.7356,0,8.83308,0,-1.75216e-64,1
5.12645,35.7709,0,8.83732,0,-1.83923e-64,1
5.14223,35.912,0,8.82955,0,-1.79569e-64,1
5.14457,35.9381,0,8.85166,0,-1.77393e-64,1
5.16001,36.0716,0,8.84387,0,-1.79569e-64,1
5.17586,36.2127,0,8.82761,0,-1.75216e-64,1
5.19152,36.3538,0,8.83061,0,-1.86099e-64,1
5.20703,36.4873,0,8.83502,0,-1.81746e-64,1
5.22348,36.6376,0,8.85344,0,-1.70863e-64,1
5.23916,36.7787,0,8.85503,0,-1.81746e-64,1
5.2552,36.9214,0,8.87424,0,-1.83923e-64,1
5.27136,37.0625,0,8.84723,0,-1.80658e-64,1
5.28724,37.2052,0,8.86427,0,-1.89364e-64,1
5.30315,37.3463,0,8.86534,0,-1.83923e-64,1
5.31894,37.4798,0,8.87015,0,-1.81746e-64,1
5.33509,37.6224,0,8.88942,0,-1.80658e-64,1
5.35073,37.7635,0,8.90788,0,-1.68686e-64,1
5.3665,37.9062,0,8.89246,0,-1.83923e-64,1
5.38246,38.0489,0,8.89103,0,-1.76305e-64,1
5.39838,38.19,0,8.88442,0,-1.77393e-64,1
5.41442,38.3326,0,8.8771,0,-1.71951e-64,1
5.43013,38.4661,0,8.87407,0,-1.69775e-64,1
5.44609,38.6088,0,8.88352,0,-1.6651e-64,1
5.46162,38.7499,0,8.89981,0,-1.85011e-64,1
5.47742,38.8925,0,8.90053,0,-1.75216e-64,1
5.49318,39.026,0,8.89175,0,-1.71951e-64,1
5.50923,39.1687,0,8.90124,0,-1.70863e-64,1
5.52519,39.319,0,8.88013,0,-1.76305e-64,1
5.54101,39.4525,0,8.91489,0,-1.75216e-64,1
5.55717,39.6043,0,8.91993,0,-1.83923e-64,1
5.57318,39.7378,0,8.89228,0,-1.79569e-64,1
5.589,39.8804,0,8.91435,0,-1.82834e-64,1
5.60497,40.0231,0,8.91525,0,-1.81746e-64,1
5.62069,40.1658,0,8.90752,0,-1.79569e-64,1
5.63637,40.3084,0,8.90501,0,-1.81746e-64,1
5.65238,40.4511,0,8.91669,0,-1.71951e-64,1
5.6683,40.5937,0,8.92534,0,-1.81746e-64,1
5.6756,40.6551,0,8.91921,0,-1.70863e-64,1
5.69104,40.7901,0,8.94105,0,-1.67598e-64,1
5.70717,40.9327,0,8.91975,0,-1.77393e-64,1
5.7234,41.0754,0,8.92642,0,-1.77393e-64,1
5.73898,41.2181,0,8.93418,0,-1.75216e-64,1
5.75513,41.3699,0,8.94268,0,-1.71951e-64,1
5.77117,41.5034,0,8.92696,0,-1.79569e-64,1
5.78711,41.646,0,8.92137,0,-1.68686e-64,1
5.80327,41.7979,0,8.9104,0,-1.78481e-64,1
5.81926,41.9406,0,8.92029,0,-1.76305e-64,1
5.83496,42.0756,0,8.92624,0,-1.78481e-64,1
5.85114,42.2274,0,8.9221,0,-1.79569e-64,1
5.86722,42.3701,0,8.92372,0,-1.69775e-64,1
5.88306,42.5127,0,8.92696,0,-1.86099e-64,1
5.89926,42.6462,0,8.94558,0,-1.76305e-64,1
5.9151,42.7889,0,8.91381,0,-1.74128e-64,1
5.93104,42.9331,0,8.93473,0,-1.74128e-64,1
5.94749,43.0757,0,8.93979,0,-1.74128e-64,1
5.96316,43.2184,0,8.94703,0,-1.7304e-64,1
5.97909,43.361,0,8.93021,0,-1.76305e-64,1
5.99544,43.5144,0,8.94631,0,-1.76305e-64,1
6.01144,43.6571,0,8.95392,0,-1.63245e-64,1
6.02708,43.7905,0,8.97229,0,-1.71951e-64,1
6.04297,43.9347,0,8.97047,0,-1.71951e-64,1
6.05907,44.0774,0,8.94884,0,-1.74128e-64,1
6.07517,44.2216,0,8.96282,0,-1.68686e-64,1
6.09093,44.3643,0,8.95084,0,-1.70863e-64,1
6.10722,44.5085,0,8.97047,0,-1.6651e-64,1
6.12312,44.6603,0,8.9483,0,-1.68686e-64,1
6.13904,44.7938,0,8.97101,0,-1.77393e-64,1
6.1549,44.9395,0,8.94015,0,-1.67598e-64,1
6.17098,45.0822,0,8.94812,0,-1.7304e-64,1
6.18696,45.2264,0,8.95755,0,-1.74128e-64,1
6.20232,45.369,0,8.94848,0,-1.77393e-64,1
6.20881,45.4227,0,8.95519,0,-1.76305e-64,1
6.22399,45.5577,0,8.96064,0,-1.78481e-64,1
6.24003,45.7004,0,8.97849,0,-1.85011e-64,1
6.25593,45.843,0,8.95701,0,-1.90452e-64,1
